file_name,camera,width,height,resolution_mp,file_size_kb,aspect_ratio,mean_intensity,std_intensity,r_mean,g_mean,b_mean,edge_density,entropy,skewness,kurtosis
r0428df0ct_mask.PNG,Nikon_D90,480,270,0.13,0.29,1.778,9.897,49.252,9.897,9.897,9.897,0.002,0.164,4.776,20.806
r0f2e6baft_mask.PNG,Nikon_D90,480,270,0.13,0.32,1.778,14.962,59.928,14.962,14.962,14.962,0.002,0.223,3.756,12.106
r1be2a3d5t_mask.PNG,Nikon_D90,480,270,0.13,0.44,1.778,13.691,57.477,13.691,13.691,13.691,0.004,0.209,3.96,13.683
r1f23f4ddt_mask.PNG,Nikon_D90,480,270,0.13,0.38,1.778,8.234,45.077,8.234,8.234,8.234,0.003,0.143,5.292,26.001
r233ca958t_mask.PNG,Nikon_D90,480,270,0.13,0.43,1.778,11.184,52.219,11.184,11.184,11.184,0.004,0.18,4.455,17.847
r280500d8t_mask.PNG,Nikon_D90,480,270,0.13,0.47,1.778,12.069,54.148,12.069,12.069,12.069,0.003,0.191,4.264,16.178
r2c07a32bt_mask.PNG,Nikon_D90,480,270,0.13,0.39,1.778,6.727,40.868,6.727,6.727,6.727,0.003,0.122,5.91,32.933
r2eb3894ft_mask.PNG,Nikon_D90,480,270,0.13,0.57,1.778,17.411,64.317,17.411,17.411,17.411,0.005,0.249,3.423,9.719
r4156671ct_mask.PNG,Nikon_D90,480,270,0.13,0.72,1.778,45.52,97.65,45.52,45.52,45.52,0.007,0.469,1.679,0.819
r51ad899dt_mask.PNG,Nikon_D90,480,270,0.13,0.5,1.778,6.869,41.284,6.869,6.869,6.869,0.005,0.124,5.844,32.152
r5681fb1ct_mask.PNG,Nikon_D90,480,270,0.13,0.33,1.778,5.905,38.352,5.905,5.905,5.905,0.002,0.11,6.341,38.209
r5e07d7b3t_mask.PNG,Nikon_D90,480,270,0.13,0.41,1.778,19.938,68.459,19.938,19.938,19.938,0.004,0.274,3.142,7.875
r6a6811f1t_mask.PNG,Nikon_D90,480,270,0.13,0.4,1.778,9.956,49.393,9.956,9.956,9.956,0.003,0.165,4.76,20.653
r73eca048t_mask.PNG,Nikon_D90,480,270,0.13,0.49,1.778,8.236,45.082,8.236,8.236,8.236,0.005,0.143,5.291,25.994
r7710a7fat_mask.PNG,Nikon_D90,480,270,0.13,0.82,1.778,16.996,63.601,16.996,16.996,16.996,0.008,0.245,3.475,10.075
r9683df80t_mask.PNG,Nikon_D90,480,270,0.13,0.18,1.778,3.878,31.207,3.878,3.878,3.878,0.002,0.079,7.923,60.769
r9c95ce63t_mask.PNG,Nikon_D90,480,270,0.13,0.34,1.778,8.02,44.506,8.02,8.02,8.02,0.003,0.14,5.369,26.828
r9ebe97bct_mask.PNG,Nikon_D90,480,270,0.13,0.44,1.778,20.123,68.748,20.123,20.123,20.123,0.003,0.276,3.124,7.758
ra612bf10t_mask.PNG,Nikon_D90,480,270,0.13,0.32,1.778,4.642,34.089,4.642,4.642,4.642,0.003,0.091,7.208,49.957
rb4593e2bt_mask.PNG,Nikon_D90,480,270,0.13,0.69,1.778,13.368,56.834,13.368,13.368,13.368,0.006,0.206,4.016,14.131
rbc87504ct_mask.PNG,Nikon_D90,480,270,0.13,0.5,1.778,11.284,52.442,11.284,11.284,11.284,0.007,0.181,4.432,17.644
rc464e4act_mask.PNG,Nikon_D90,480,270,0.13,0.55,1.778,26.84,78.255,26.84,26.84,26.84,0.007,0.336,2.573,4.618
rc526e111t_mask.PNG,Nikon_D90,480,270,0.13,0.43,1.778,23.039,73.103,23.039,23.039,23.039,0.004,0.303,2.858,6.168
rcf8e62abt_mask.PNG,Nikon_D90,480,270,0.13,0.24,1.778,2.214,23.655,2.214,2.214,2.214,0.001,0.05,10.593,110.209
rd3534b7ct_mask.PNG,Nikon_D90,480,270,0.13,0.44,1.778,13.523,57.145,13.523,13.523,13.523,0.004,0.207,3.989,13.912
rdc96595et_mask.PNG,Nikon_D90,480,270,0.13,0.54,1.778,15.522,60.969,15.522,15.522,15.522,0.005,0.229,3.673,11.493
rdff42cect_mask.PNG,Nikon_D90,480,270,0.13,0.47,1.778,5.889,38.302,5.889,5.889,5.889,0.004,0.11,6.35,38.325
re9006ea8t_mask.PNG,Nikon_D90,480,270,0.13,0.49,1.778,11.55,53.026,11.55,11.55,11.55,0.003,0.184,4.373,17.126
re9a83ac0t_mask.PNG,Nikon_D90,480,270,0.13,0.63,1.778,13.864,57.819,13.864,13.864,13.864,0.006,0.211,3.931,13.451
rf40488a1t_mask.PNG,Nikon_D90,480,270,0.13,0.4,1.778,8.199,44.983,8.199,8.199,8.199,0.003,0.142,5.304,26.135
rfd2f8d05t_mask.PNG,Nikon_D90,480,270,0.13,0.4,1.778,5.891,38.308,5.891,5.891,5.891,0.003,0.11,6.349,38.31
DSC05635_mask.PNG,Sony_A57,480,270,0.13,0.5,1.778,9.002,47.058,9.002,9.002,9.002,0.004,0.153,5.036,23.364
DSC05638_mask.PNG,Sony_A57,480,270,0.13,0.35,1.778,12.394,54.835,12.394,12.394,12.394,0.002,0.194,4.198,15.626
DSC05646_mask.PNG,Sony_A57,480,270,0.13,0.38,1.778,12.366,54.777,12.366,12.366,12.366,0.002,0.194,4.204,15.671
DSC05684_mask.PNG,Sony_A57,480,270,0.13,0.54,1.778,13.785,57.664,13.785,13.785,13.785,0.005,0.21,3.944,13.556
DSC05748_mask.PNG,Sony_A57,480,270,0.13,0.44,1.778,13.447,56.992,13.447,13.447,13.447,0.005,0.206,4.002,14.02
DSC05787_mask.PNG,Sony_A57,480,270,0.13,0.68,1.778,14.507,59.066,14.507,14.507,14.507,0.007,0.218,3.826,12.638
DSC05810_mask.PNG,Sony_A57,480,270,0.13,0.74,1.778,11.947,53.887,11.947,11.947,11.947,0.007,0.189,4.289,16.393
DSC05822_mask.PNG,Sony_A57,480,270,0.13,0.32,1.778,9.639,48.632,9.639,9.639,9.639,0.003,0.161,4.847,21.494
DSC05858_mask.PNG,Sony_A57,480,270,0.13,0.55,1.778,23.959,74.402,23.959,23.959,23.959,0.004,0.312,2.783,5.747
DSC05865_mask.PNG,Sony_A57,480,270,0.13,0.74,1.778,11.613,53.164,11.613,11.613,11.613,0.006,0.185,4.36,17.006
DSC05887_mask.PNG,Sony_A57,480,270,0.13,0.52,1.778,12.416,54.88,12.416,12.416,12.416,0.003,0.195,4.194,15.59
DSC05903_mask.PNG,Sony_A57,480,270,0.13,0.46,1.778,4.23,32.57,4.23,4.23,4.23,0.004,0.084,7.569,55.296
DSC05962_mask.PNG,Sony_A57,480,270,0.13,0.47,1.778,6.942,41.496,6.942,6.942,6.942,0.004,0.125,5.811,31.763
DSC05966_mask.PNG,Sony_A57,480,270,0.13,0.34,1.778,9.773,48.955,9.773,9.773,9.773,0.004,0.163,4.81,21.132
DSC06005_mask.PNG,Sony_A57,480,270,0.13,0.34,1.778,4.893,34.984,4.893,4.893,4.893,0.002,0.095,7.009,47.131
DSC06028_mask.PNG,Sony_A57,480,270,0.13,0.75,1.778,29.057,81.027,29.057,29.057,29.057,0.008,0.355,2.43,3.904
DSC06060_mask.PNG,Sony_A57,480,270,0.13,0.19,1.778,4.527,33.675,4.527,4.527,4.527,0.001,0.089,7.304,51.341
DSC06079_mask.PNG,Sony_A57,480,270,0.13,0.8,1.778,41.674,94.287,41.674,41.674,41.674,0.005,0.445,1.821,1.314
DSC06083_mask.PNG,Sony_A57,480,270,0.13,0.86,1.778,20.005,68.564,20.005,20.005,20.005,0.008,0.275,3.136,7.832
DSC06155_mask.PNG,Sony_A57,480,270,0.13,0.37,1.778,4.134,32.203,4.134,4.134,4.134,0.003,0.083,7.662,56.701
DSC06160_mask.PNG,Sony_A57,480,270,0.13,0.39,1.778,13.037,56.165,13.037,13.037,13.037,0.004,0.202,4.076,14.613
DSC06205_mask.PNG,Sony_A57,480,270,0.13,0.43,1.778,12.911,55.908,12.911,12.911,12.911,0.003,0.2,4.099,14.803
DSC06212_mask.PNG,Sony_A57,480,270,0.13,0.22,1.778,3.119,28.027,3.119,3.119,3.119,0.001,0.066,8.876,76.779
DSC06227_mask.PNG,Sony_A57,480,270,0.13,0.17,1.778,4.213,32.503,4.213,4.213,4.213,0.001,0.084,7.586,55.549
DSC06229_mask.PNG,Sony_A57,480,270,0.13,0.33,1.778,8.583,45.988,8.583,8.583,8.583,0.003,0.147,5.172,24.746
DSC06240_mask.PNG,Sony_A57,480,270,0.13,0.36,1.778,4.771,34.553,4.771,4.771,4.771,0.002,0.093,7.104,48.462
DSC06266_mask.PNG,Sony_A57,480,270,0.13,0.42,1.778,13.38,56.858,13.38,13.38,13.38,0.003,0.206,4.014,14.114
DSC06273_mask.PNG,Sony_A57,480,270,0.13,0.27,1.778,3.738,30.648,3.738,3.738,3.738,0.002,0.076,8.076,63.225
DSC06296_mask.PNG,Sony_A57,480,270,0.13,0.42,1.778,6.552,40.347,6.552,6.552,6.552,0.004,0.119,5.995,33.945
DSC06317_mask.PNG,Sony_A57,480,270,0.13,0.84,1.778,33.451,86.087,33.451,33.451,33.451,0.009,0.389,2.185,2.774
DSC06322_mask.PNG,Sony_A57,480,270,0.13,0.29,1.778,2.216,23.665,2.216,2.216,2.216,0.002,0.05,10.588,110.106
DSC06337_mask.PNG,Sony_A57,480,270,0.13,0.36,1.778,10.863,51.498,10.863,10.863,10.863,0.003,0.176,4.53,18.519
DSC06343_mask.PNG,Sony_A57,480,270,0.13,0.48,1.778,11.066,51.955,11.066,11.066,11.066,0.003,0.179,4.482,18.089
DSC06349_mask.PNG,Sony_A57,480,270,0.13,0.25,1.778,1.909,21.978,1.909,1.909,1.909,0.001,0.044,11.429,128.616
DSC06389_mask.PNG,Sony_A57,480,270,0.13,0.42,1.778,12.028,54.06,12.028,12.028,12.028,0.003,0.19,4.272,16.25
DSC06390_mask.PNG,Sony_A57,480,270,0.13,0.81,1.778,16.195,62.189,16.195,16.195,16.195,0.009,0.237,3.58,10.813
DSC06771_mask.PNG,Sony_A57,480,270,0.13,0.96,1.778,32.408,84.934,32.408,32.408,32.408,0.009,0.381,2.239,3.014
DSC07003_mask.PNG,Sony_A57,480,270,0.13,0.24,1.778,2.198,23.571,2.198,2.198,2.198,0.001,0.05,10.632,111.034
DSC07004_mask.PNG,Sony_A57,480,270,0.13,0.43,1.778,8.449,45.641,8.449,8.449,8.449,0.003,0.145,5.217,25.216
DSC07014_mask.PNG,Sony_A57,480,270,0.13,0.58,1.778,17.761,64.913,17.761,17.761,17.761,0.005,0.253,3.381,9.432
DSC07125_mask.PNG,Sony_A57,480,270,0.13,0.29,1.778,3.76,30.736,3.76,3.76,3.76,0.002,0.077,8.052,62.833
DSC07140_mask.PNG,Sony_A57,480,270,0.13,0.36,1.778,8.799,46.544,8.799,8.799,8.799,0.003,0.15,5.101,24.016
DSC07193_mask.PNG,Sony_A57,480,270,0.13,0.73,1.778,12.25,54.532,12.25,12.25,12.25,0.008,0.193,4.227,15.866
DSC07222_mask.PNG,Sony_A57,480,270,0.13,0.39,1.778,11.591,53.117,11.591,11.591,11.591,0.003,0.185,4.364,17.047
DSC07311_mask.PNG,Sony_A57,480,270,0.13,1.9,1.778,50.142,101.351,50.142,50.142,50.142,0.023,0.496,1.527,0.33
DSC07341_mask.PNG,Sony_A57,480,270,0.13,0.93,1.778,24.949,75.76,24.949,24.949,24.949,0.01,0.32,2.707,5.329
DSC07400_mask.PNG,Sony_A57,480,270,0.13,0.49,1.778,46.378,98.364,46.378,46.378,46.378,0.004,0.474,1.649,0.721
DSC07411_mask.PNG,Sony_A57,480,270,0.13,0.8,1.778,46.425,98.403,46.425,46.425,46.425,0.01,0.475,1.648,0.715
DSC07443_mask.PNG,Sony_A57,480,270,0.13,0.32,1.778,16.17,62.143,16.17,16.17,16.17,0.003,0.236,3.583,10.838
DSC07462_mask.PNG,Sony_A57,480,270,0.13,0.58,1.778,12.179,54.382,12.179,12.179,12.179,0.004,0.192,4.241,15.987
DSC07463_mask.PNG,Sony_A57,480,270,0.13,0.56,1.778,26.464,77.769,26.464,26.464,26.464,0.004,0.333,2.598,4.751
DSC07469_mask.PNG,Sony_A57,480,270,0.13,1.82,1.778,50.337,101.499,50.337,50.337,50.337,0.02,0.497,1.52,0.312
